Text,Mood
i want to feel confident when i strip off to my bikini next to the pool i want to be able to wear my tight bodycon dresses with confidence and not worry about lumps and bumps and most of all i want to feel sexy and toned and slim,joy
i will try my best to always give myself a break every now and then and not to go for so much of materialistic satisifaction but just the feeling of being contented and happy how life can simply be,joy
i feel so tranquil for it soothes my pain,joy
i cant shake the familiar feeling that ive got precious little time left,joy
ive been missing my great aunt dora while simultaneously feeling thrilled that my husband and i are expecting a baby this june the same month she and i celebrate d birthdays,joy
i feel really pleased about my ability to help and the results have been amazing,joy
i am feeling very thankful for,joy
when my elder sister had a baby girl she was the first girl in the family after years of baby boys,joy
i have been feeling very energetic in the mornings without caffeine even and now that lasts at least till pm,joy
i feel absolutely honored to have the privilege to be the first and only black african miss world today,joy
i am feeling too much things happen to me yet i feel so graceful but deep inside im still processing all dis stuff and still fit my tiny body in to,joy
